state,Pollster,Obama,McCain,middate,days.until
TX,ARG-4,36,57,9/14/08,51
TX,Rasmussen-1,41,50,8/21/08,75
TX,Rasmussen-1,41,50,7/30/08,97
TX,U. of Texas-13,33,43,7/24/08,103
TX,Rasmussen-1,39,48,6/25/08,132
TX,Texas Lyceum-9,38,43,6/16/08,141
TX,Rasmussen-1,39,52,6/2/08,155
TX,Research 2000-3,39,52,5/6/08,182
TX,Rasmussen-1,43,48,5/1/08,187
TX,SurveyUSA-3,46,47,2/27/08,251
TX,SurveyUSA-3,41,49,2/24/08,254
TX,Opinion Res.-4,44,52,2/15/08,263
TX,Election 2004-1,38,61,1/1/08,308
UT,Dan Jones-7,32,57,10/27/08,8
UT,Mason-Dixon-3,32,55,10/24/08,11
UT,ARG-4,29,65,9/11/08,54
UT,Rasmussen-1,32,64,9/10/08,55
UT,Dan Jones-4,24,62,9/9/08,56
UT,Mason-Dixon-3,23,62,8/14/08,82
UT,Rasmussen-1,33,52,6/19/08,138
UT,Dan Jones-4,29,57,6/17/08,140
UT,Dan Jones-7,27,62,5/16/08,172
UT,SurveyUSA-3,39,50,2/27/08,251
UT,Election 2004-1,26,71,1/1/08,308
VT,Research 2000-3,57,36,10/25/08,10
VT,Rasmussen-1,60,36,10/9/08,26
VT,ARG-5,56,38,9/20/08,45
VT,Rasmussen-1,60,36,9/13/08,52
VT,Research 2000-4,55,36,9/12/08,53
VT,SurveyUSA-3,63,29,2/27/08,251
VT,Research 2000-3,57,36,2/20/08,258
VT,Election 2004-1,59,39,1/1/08,308
VA,Zogby-4,51,45,10/31/08,4
VA,SurveyUSA-3,50,46,10/31/08,4
VA,Mason-Dixon-2,47,44,10/29/08,6
VA,Marist Coll.-2,51,47,10/26/08,9
VA,Rasmussen-1,51,47,10/26/08,9
VA,SurveyUSA-2,52,43,10/25/08,10
VA,Opinion Research-6,53,44,10/25/08,10
VA,Financial Dynamics-5,48,44,10/25/08,10
VA,Zogby-4,52,45,10/24/08,11
VA,GfK Roper-5,49,42,10/24/08,11
VA,Washington Post-4,52,44,10/23/08,12
VA,Roanoke Coll.-8,48,39,10/22/08,13
VA,Virg. Commonwealth U.-3,51,40,10/21/08,14
VA,Mason-Dixon-2,47,45,10/20/08,15
VA,Opinion Research-3,54,44,10/20/08,15
VA,SurveyUSA-2,51,45,10/18/08,17
VA,Rasmussen-1,54,44,10/16/08,19
VA,Christopher Newport U.-4,49,43,10/12/08,23
VA,Opinion Research-4,53,43,10/12/08,23
VA,Rasmussen-1,50,47,10/12/08,23
VA,Winthrop U.-22,45,44,10/8/08,27
VA,Rasmussen-1,50,48,10/5/08,30
VA,SurveyUSA-2,53,43,10/4/08,31
VA,Suffolk U.-3,51,39,10/4/08,31
VA,Mason-Dixon-3,45,48,9/30/08,35
VA,Insider Advantage-1,51,45,9/29/08,36
VA,Opinion Research-3,53,44,9/29/08,36
VA,Rasmussen-1,50,47,9/28/08,37
VA,ARG-3,46,49,9/28/08,37
VA,Rasmussen-1,50,45,9/25/08,40
VA,Rasmussen-1,48,50,9/21/08,44
VA,SurveyUSA-3,51,45,9/20/08,45
VA,ABC News-4,49,46,9/19/08,46
VA,Washington Post-4,49,46,9/19/08,46
VA,Mason-Dixon-6,44,47,9/19/08,46
VA,ARG-4,46,48,9/18/08,47
VA,Insider Advantage-1,46,48,9/17/08,48
VA,Rasmussen-1,48,48,9/14/08,51
VA,SurveyUSA-3,50,46,9/13/08,52
VA,Financial Dynamics-5,41,48,9/13/08,52
VA,Christopher Newport U.-5,39,48,9/12/08,53
VA,Opinion Research-3,46,50,9/8/08,57
VA,Rasmussen-1,47,49,9/7/08,58
VA,SurveyUSA-3,47,49,9/6/08,59
VA,Insider Advantage-1,43,43,8/12/08,84
VA,Rasmussen-1,46,45,8/12/08,84
VA,SurveyUSA-3,47,48,8/9/08,87
VA,Rasmussen-1,44,44,7/16/08,111
VA,SurveyUSA-3,49,47,6/21/08,136
VA,Rasmussen-1,45,44,6/12/08,145
VA,SurveyUSA-3,49,42,5/17/08,171
VA,Virg. Commonwealth U.-7,36,44,5/15/08,173
VA,Rasmussen-1,44,47,5/8/08,180
VA,SurveyUSA-3,44,52,4/12/08,206
VA,Rasmussen-1,41,52,3/27/08,222
VA,SurveyUSA-3,48,47,3/15/08,234
VA,SurveyUSA-3,47,47,2/27/08,251
VA,Rasmussen-1,44,49,2/19/08,259
VA,SurveyUSA-3,51,45,2/16/08,262
VA,SurveyUSA-2,40,52,1/16/08,293
VA,Election 2004-1,45,54,1/1/08,308
WA,U. of Washington-5,51,39,10/29/08,6
WA,SurveyUSA-2,56,39,10/26/08,9
WA,Rasmussen-1,54,43,10/22/08,13
WA,U. of Washington-9,55,34,10/22/08,13
WA,Elway Poll-4,55,36,10/17/08,18
WA,SurveyUSA-2,56,40,10/12/08,23
WA,Rasmussen-1,53,43,10/2/08,33
WA,SurveyUSA-2,54,43,9/21/08,44
WA,ARG-3,50,44,9/17/08,48
WA,Rasmussen-1,49,47,9/10/08,55
WA,Elway Poll-3,45,39,9/7/08,58
WA,SurveyUSA-3,49,45,9/6/08,59
WA,SurveyUSA-2,51,44,8/11/08,85
WA,Rasmussen-1,52,40,8/6/08,90
WA,Elway Poll-10,47,35,7/26/08,101
WA,SurveyUSA-3,55,39,7/14/08,113
WA,Rasmussen-1,51,43,7/9/08,118
WA,SurveyUSA-3,55,40,6/18/08,139
WA,Rasmussen-1,53,35,6/9/08,148
WA,SurveyUSA-3,56,39,6/8/08,149
WA,Elway Poll-5,44,38,5/23/08,165
WA,SurveyUSA-3,52,36,5/17/08,171
WA,Rasmussen-1,51,40,5/12/08,176
WA,SurveyUSA-1,54,42,5/12/08,176
WA,SurveyUSA-3,53,40,4/15/08,203
WA,SurveyUSA-1,51,44,4/7/08,211
WA,Rasmussen-1,48,43,3/27/08,222
WA,Elway Poll-3,45,39,3/19/08,230
WA,SurveyUSA-3,52,41,3/15/08,234
WA,Rasmussen-1,44,45,2/28/08,250
WA,SurveyUSA-3,52,38,2/27/08,251
WA,SurveyUSA-2,55,38,2/3/08,275
WA,SurveyUSA-3,52,43,1/12/08,297
WA,Election 2004-1,53,46,1/1/08,308
WV,Zogby-4,40,50,10/24/08,11
WV,Research 2000-3,43,49,10/23/08,12
WV,West Virginia Wesleyan U.-2,44,49,10/20/08,15
WV,Rasmussen-1,43,52,10/20/08,15
WV,Opinion Research-3,44,53,10/20/08,15
WV,Mason-Dixon-2,41,47,10/16/08,19
WV,Insider Advantage-1,47,49,10/13/08,22
WV,ARG-5,50,42,10/6/08,29
WV,Rasmussen-1,42,50,9/24/08,41
WV,Opinion Research-3,46,50,9/22/08,43
WV,ARG-3,45,49,9/15/08,50
WV,Mark Blankenship-4,39,44,9/6/08,59
WV,Rasmussen-1,37,45,6/2/08,155
WV,SurveyUSA-3,35,53,2/27/08,251
WV,Election 2004-1,43,56,1/1/08,308
WI,SurveyUSA-2,55,39,10/28/08,7
WI,Research 2000-2,53,42,10/27/08,8
WI,U. of Wisconsin-8,52,42,10/24/08,11
WI,U. of Wisconsin-8,54,38,10/24/08,11
WI,Rasmussen-1,51,44,10/23/08,12
WI,Research 2000-2,52,41,10/20/08,15
WI,U. of Wisconsin-4,53,40,10/20/08,15
WI,SurveyUSA-2,51,43,10/18/08,17
WI,Financial Dynamics-5,53,40,10/18/08,17
WI,Mason-Dixon-2,51,39,10/16/08,19
WI,St. Norbert Coll.-9,51,38,10/13/08,22
WI,U. of Wisconsin-8,51,36,10/11/08,24
WI,Quinnipiac U.-5,54,37,10/10/08,25
WI,Rasmussen-1,54,44,10/6/08,29
WI,Research 2000-2,51,41,10/5/08,30
WI,SurveyUSA-2,52,42,10/5/08,30
WI,Opinion Research-4,51,46,10/4/08,31
WI,Research 2000-2,49,43,9/22/08,43
WI,ARG-4,50,45,9/19/08,46
WI,Quinnipiac U.-8,49,42,9/17/08,48
WI,U. of Wisconsin-4,45,44,9/15/08,50
WI,Rasmussen-1,48,46,9/15/08,50
WI,Opinion Research-3,49,45,9/15/08,50
WI,Opinion Research-3,50,47,9/15/08,50
WI,Rasmussen-1,47,43,8/5/08,91
WI,Wisconsin Policy Res. Inst.-2,44,38,8/3/08,93
WI,Quinnipiac U.-9,50,39,7/18/08,109
WI,Rasmussen-1,50,39,7/8/08,119
WI,Quinnipiac U.-8,52,39,6/20/08,137
WI,SurveyUSA-4,52,43,6/14/08,143
WI,U. of Wisconsin-3,50,37,6/9/08,148
WI,Rasmussen-1,45,43,6/5/08,152
WI,SurveyUSA-3,48,42,5/17/08,171
WI,Rasmussen-1,43,47,5/5/08,183
WI,U. of Wisconsin-10,47,43,4/19/08,199
WI,SurveyUSA-3,49,44,4/12/08,206
WI,St. Norbert Coll.-12,46,42,3/30/08,219
WI,Rasmussen-1,46,48,3/26/08,223
WI,SurveyUSA-3,48,44,3/15/08,234
WI,SurveyUSA-3,51,40,2/27/08,251
WI,Rasmussen-1,44,43,2/21/08,257
WI,SurveyUSA-3,52,42,2/16/08,262
WI,Election 2004-1,50,49,1/1/08,308
WY,Research 2000-3,36,61,10/28/08,7
WY,SurveyUSA-2,37,58,10/18/08,17
WY,Research 2000-3,35,58,10/15/08,20
WY,Mason-Dixon-2,32,58,10/13/08,22
WY,Research 2000-3,36,57,9/23/08,42
WY,Rasmussen-1,39,58,9/10/08,55
WY,ARG-3,28,66,9/10/08,55
WY,Mason-Dixon-3,25,62,8/14/08,82
WY,Research 2000-2,40,53,5/20/08,168
WY,SurveyUSA-3,35,54,2/27/08,251
WY,Election 2004-1,29,69,1/1/08,308
