"","state.name","date","pollster","grade","samplesize","population","clinton","trump","poll_id","question_id","state"
"4003","Washington","10/28/16","Google Consumer Surveys","B",625,"lv",43.73,26.69,47989,75048,"WA"
"4004","California","9/13/16","Insights West","",515,"lv",57,30,45921,71768,"CA"
"4005","Pennsylvania","8/27/16","Monmouth University","A+",402,"lv",48,40,45150,69411,"PA"
"4006","Georgia","9/11/16","Emerson College","B",600,"lv",39,45,45814,71532,"GA"
"4007","Maine","10/8/16","Maine People's Resource Center","C",892,"lv",44,36.1,46753,73104,"ME"
"4008","Indiana","10/28/16","Google Consumer Surveys","B",764,"lv",36.46,33.82,47956,75015,"IN"
"4009","Washington","9/13/16","Insights West","",505,"lv",38,28,45923,71770,"WA"
"4010","Colorado","9/11/16","Emerson College","B",600,"lv",38,42,45813,71531,"CO"
"4011","Maine","9/3/16","Emerson College","B",800,"lv",44,35,45418,70717,"ME"
"4012","Alabama","10/17/16","Ipsos","A-",452,"lv",38.93,51.28,47713,74696,"AL"
"4013","South Carolina","8/9/16","Public Policy Polling","B+",1290,"v",39,41,44825,68672,"SC"
"4014","Arizona","9/13/16","Insights West","",484,"lv",33,37,45920,71767,"AZ"
"4015","Arizona","10/17/16","Data Orbital","",550,"lv",41,41,47097,73719,"AZ"
"4016","New York","9/13/16","Siena College","A",600,"lv",51,30,45895,71678,"NY"
"4017","South Carolina","9/8/16","Starboard Communications","",600,"lv",35,48,45721,71360,"SC"
"4018","Georgia","10/20/16","Ipsos","A-",583,"lv",43.11,47.84,47721,74704,"GA"
"4019","Kentucky","9/15/16","Google Consumer Surveys","B",815,"a",23.9,35.4,47048,73578,"KY"
"4020","North Carolina","8/31/16","YouGov","B",1088,"lv",46,42,45320,69701,"NC"
"4021","Virginia","10/28/16","Google Consumer Surveys","B",661,"lv",38.73,33.85,47987,75046,"VA"
"4022","North Carolina","10/28/16","Google Consumer Surveys","B",725,"lv",34.4,40.6,47968,75027,"NC"
"4023","California","10/31/16","Ipsos","A-",742,"lv",60.4,30.34,48370,75838,"CA"
"4024","Michigan","10/24/16","Ipsos","A-",335,"lv",41.34,37.11,47732,74715,"MI"
"4025","Virginia","8/7/16","Marist College","A",897,"rv",43,31,44840,68707,"VA"
"4026","Delaware","10/24/16","SurveyMonkey","C-",548,"lv",52,36,47664,74640,"DE"
"4027","New Jersey","10/20/16","Ipsos","A-",800,"lv",50.95,34.25,47740,74723,"NJ"
"4028","South Carolina","10/17/16","Ipsos","A-",282,"lv",43.53,48.62,47748,74731,"SC"
"4029","Nevada","9/13/16","Insights West","",398,"lv",40,42,45922,71769,"NV"
"4030","Nebraska","10/23/16","Ipsos","A-",328,"lv",31.34,52.38,48238,75539,"NE"
"4031","Kansas","9/8/16","SurveyUSA","A",595,"lv",36,48,45731,71408,"KS"
"4032","Maine","8/6/16","Gravis Marketing","B-",2046,"rv",43,33,44823,68670,"ME"
"4033","Connecticut","10/17/16","Ipsos","A-",401,"lv",51.05,36.25,47718,74701,"CT"
"4034","Michigan","10/28/16","Google Consumer Surveys","B",677,"lv",37.5,34.9,47963,75022,"MI"
"4035","Kentucky","10/17/16","Ipsos","A-",463,"lv",37.65,56.14,47727,74710,"KY"
"4036","Michigan","8/23/16","Suffolk University","B+",500,"lv",43.6,37.2,44988,69022,"MI"
"4037","North Carolina","8/21/16","Monmouth University","A+",401,"lv",44,42,44933,68955,"NC"
"4038","South Carolina","8/19/16","Feldman Group","B-",600,"lv",39,39,44927,68949,"SC"
"4039","Wisconsin","10/28/16","Google Consumer Surveys","B",816,"lv",41.21,28.69,47990,75049,"WI"
"4040","Arizona","8/20/16","CNN/Opinion Research Corp.","A-",809,"lv",38,45,44934,68962,"AZ"
"4041","Virginia","10/20/16","Ipsos","A-",697,"lv",48.11,39.3,47752,74735,"VA"
"4042","Iowa","8/5/16","Marist College","A",899,"rv",35,35,44810,68637,"IA"
"4043","Florida","10/31/16","Ipsos","A-",916,"lv",47.88,46.89,48374,75842,"FL"
"4044","Virginia","9/10/16","Public Policy Polling","B+",878,"lv",45,39,45722,71362,"VA"
"4045","Missouri","8/26/16","Public Policy Polling","B+",1055,"lv",41,47,45259,69612,"MO"
"4046","Mississippi","10/23/16","Ipsos","A-",261,"lv",31.66,56.41,48235,75536,"MS"
"4047","North Carolina","8/20/16","CNN/Opinion Research Corp.","A-",803,"lv",45,45,44935,68963,"NC"
"4048","Ohio","9/22/16","Gravis Marketing","B-",850,"rv",42,43,46032,71988,"OH"
"4049","West Virginia","10/22/16","Google Consumer Surveys","B",140,"lv",24.58,47.56,47405,74442,"WV"
"4050","Pennsylvania","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",47,40,47651,74616,"PA"
"4051","Ohio","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",46,42,47650,74615,"OH"
"4052","North Carolina","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",47,44,47649,74614,"NC"
"4053","Nevada","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",43,42,47647,74612,"NV"
"4054","New Hampshire","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",47,39,47648,74613,"NH"
"4055","South Dakota","10/22/16","Google Consumer Surveys","B",125,"lv",29.92,41.88,47397,74434,"SD"
"4056","Oregon","10/17/16","Ipsos","A-",592,"lv",46.26,37.69,47746,74729,"OR"
"4057","Florida","10/26/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",42,48,47646,74611,"FL"
"4058","Colorado","8/7/16","Marist College","A",899,"rv",41,29,44838,68703,"CO"
"4059","Texas","10/28/16","Google Consumer Surveys","B",1260,"lv",31.53,43.03,47985,75044,"TX"
"4060","Rhode Island","10/24/16","SurveyMonkey","C-",518,"lv",48,37,47695,74671,"RI"
"4061","North Dakota","10/24/16","SurveyMonkey","C-",333,"lv",31,54,47690,74666,"ND"
"4062","Vermont","9/26/16","Ipsos","A-",102,"lv",46.34,21.29,46674,72968,"VT"
"4063","Missouri","10/10/16","Remington","",2171,"lv",42,47,46780,73153,"MO"
"4064","Vermont","10/22/16","Google Consumer Surveys","B",96,"lv",55.01,14.83,47402,74439,"VT"
"4065","New Jersey","10/28/16","Google Consumer Surveys","B",916,"lv",38.54,33.18,47972,75031,"NJ"
"4066","North Dakota","10/3/16","Ipsos","A-",105,"lv",34.67,44.9,46848,73294,"ND"
"4067","Illinois","10/24/16","Ipsos","A-",475,"lv",55.55,34.57,47723,74706,"IL"
"4068","Alaska","10/24/16","SurveyMonkey","C-",448,"lv",33,45,47657,74633,"AK"
"4069","Ohio","8/19/16","Monmouth University","A+",402,"lv",43,39,44911,68895,"OH"
"4070","Nevada","9/6/16","Public Policy Polling","B+",815,"lv",45,42,45716,71350,"NV"
"4071","Maine","10/22/16","Google Consumer Surveys","B",101,"lv",46.47,26.61,47377,74414,"ME"
"4072","Ohio","10/28/16","Google Consumer Surveys","B",982,"lv",33.35,35.38,47976,75035,"OH"
"4073","Idaho","10/22/16","Google Consumer Surveys","B",191,"lv",27.77,37.57,47369,74406,"ID"
"4074","Mississippi","8/11/16","Magellan Strategies","C",1084,"lv",39,52,44875,68802,"MS"
"4075","Hawaii","10/24/16","SurveyMonkey","C-",522,"lv",49,31,47667,74643,"HI"
"4076","Missouri","8/20/16","Monmouth University","A+",401,"lv",43,44,44922,68913,"MO"
"4077","Iowa","8/31/16","Emerson College","B",600,"lv",39,44,45273,69635,"IA"
"4078","Michigan","8/26/16","Emerson College","B",800,"lv",44.9,39.5,45047,69101,"MI"
"4079","Alaska","10/22/16","Google Consumer Surveys","B",86,"lv",37.32,33.15,47356,74393,"AK"
"4080","Wyoming","10/22/16","Google Consumer Surveys","B",92,"lv",20.8,52.8,47406,74443,"WY"
"4081","Montana","10/24/16","SurveyMonkey","C-",490,"lv",35,51,47682,74658,"MT"
"4082","Pennsylvania","10/24/16","Ipsos","A-",445,"lv",48.03,45.87,47747,74730,"PA"
"4083","Colorado","10/3/16","Gravis Marketing","B-",1246,"rv",40,40,46561,72827,"CO"
"4084","West Virginia","10/23/16","Ipsos","A-",228,"lv",33.94,57.74,48258,75559,"WV"
"4085","Indiana","9/7/16","Public Opinion Strategies","B",600,"lv",36,43,45439,70751,"IN"
"4086","Illinois","10/28/16","Google Consumer Surveys","B",1185,"lv",42.66,28.26,47955,75014,"IL"
"4087","Pennsylvania","10/28/16","Google Consumer Surveys","B",1029,"lv",36.86,39.45,47979,75038,"PA"
"4088","Ohio","10/24/16","Ipsos","A-",508,"lv",44.85,45.17,47744,74727,"OH"
"4089","Maine","10/17/16","Ipsos","A-",206,"lv",45.5,39.17,47729,74712,"ME"
"4090","Missouri","7/22/16","SurveyUSA","A",1943,"lv",37,47,44692,68289,"MO"
"4091","Iowa","9/7/16","RABA Research","C+",1054,"lv",39,40,45704,71306,"IA"
"4092","New Hampshire","10/25/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",48,39,47624,74533,"NH"
"4093","Nevada","10/25/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",44,43,47623,74532,"NV"
"4094","New Mexico","10/17/16","Ipsos","A-",141,"lv",48.54,39.41,47741,74724,"NM"
"4095","New York","10/24/16","Ipsos","A-",498,"lv",51.97,30.28,47742,74725,"NY"
"4096","Hawaii","10/22/16","Google Consumer Surveys","B",72,"lv",46.73,27.11,47367,74404,"HI"
"4097","Arkansas","10/22/16","Google Consumer Surveys","B",206,"lv",36.72,38.33,47358,74395,"AR"
"4098","New Hampshire","10/17/16","Ipsos","A-",164,"lv",44.41,40.21,47739,74722,"NH"
"4099","Delaware","10/17/16","Ipsos","A-",115,"lv",47.87,36.17,47719,74702,"DE"
"4100","Montana","10/17/16","Ipsos","A-",101,"lv",31.59,47.82,47736,74719,"MT"
"4101","Florida","9/8/16","YouGov","B",1193,"lv",44,42,45699,71283,"FL"
"4102","New York","10/28/16","Google Consumer Surveys","B",1225,"lv",42.3,30.2,47975,75034,"NY"
"4103","Idaho","10/17/16","Ipsos","A-",163,"lv",30.1,53.87,47722,74705,"ID"
"4104","Vermont","10/24/16","SurveyMonkey","C-",479,"lv",53,25,47701,74677,"VT"
"4105","California","9/10/16","YouGov","B",1426,"lv",50,33,45893,71692,"CA"
"4106","Indiana","8/14/16","Monmouth University","A+",403,"lv",36,47,44881,68814,"IN"
"4107","Florida","10/28/16","Google Consumer Surveys","B",1286,"lv",36.5,44.1,47950,75009,"FL"
"4108","Ohio","10/13/16","Ipsos","A-",1839,"lv",43.41,42.75,47216,73893,"OH"
"4109","Rhode Island","10/22/16","Google Consumer Surveys","B",60,"lv",46.65,28.26,47395,74432,"RI"
"4110","Florida","8/21/16","icitizen","",600,"rv",42,37,44992,69028,"FL"
"4111","District of Columbia","10/22/16","Google Consumer Surveys","B",64,"lv",61.66,11.14,47363,74400,"DC"
"4112","North Dakota","10/22/16","Google Consumer Surveys","B",81,"lv",19.8,46.07,47384,74421,"ND"
"4113","Oklahoma","10/22/16","Google Consumer Surveys","B",252,"lv",30.59,40.34,47392,74429,"OK"
"4114","Montana","10/22/16","Google Consumer Surveys","B",165,"lv",27.82,38.99,47382,74419,"MT"
"4115","California","8/26/16","Tulchin Research","B",601,"rv",49,35,45723,71367,"CA"
"4116","Nevada","10/22/16","Google Consumer Surveys","B",236,"lv",36.38,33.18,47389,74426,"NV"
"4117","New Mexico","10/24/16","SurveyMonkey","C-",1141,"lv",43,35,47687,74663,"NM"
"4118","West Virginia","8/18/16","R.L. Repass & Partners","C+",386,"lv",31,49,45266,69618,"WV"
"4119","California","10/24/16","Ipsos","A-",712,"lv",65.14,26.16,47716,74699,"CA"
"4120","Ohio","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",48,41,47865,74901,"OH"
"4121","Pennsylvania","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",44,42,47866,74902,"PA"
"4122","North Carolina","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",44,46,47864,74900,"NC"
"4123","Nevada","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",43,41,47862,74898,"NV"
"4124","New Hampshire","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",46,40,47863,74899,"NH"
"4125","New Hampshire","10/24/16","SurveyMonkey","C-",825,"lv",48,36,47685,74661,"NH"
"4126","South Dakota","10/24/16","SurveyMonkey","C-",382,"lv",30,53,47697,74673,"SD"
"4127","Florida","10/28/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",43,48,47861,74897,"FL"
"4128","Mississippi","10/24/16","SurveyMonkey","C-",819,"lv",42,49,47680,74656,"MS"
"4129","Ohio","9/8/16","YouGov","B",994,"lv",46,39,45700,71284,"OH"
"4130","Wisconsin","8/26/16","Public Policy Polling","B+",1054,"lv",48,41,45264,69617,"WI"
"4131","Missouri","10/20/16","Ipsos","A-",334,"lv",41.67,47.61,47735,74718,"MO"
"4132","New Hampshire","8/7/16","Vox Populi Communications","B",820,"rv",41,31,44819,68657,"NH"
"4133","Iowa","8/9/16","Suffolk University","B+",500,"lv",36,37,44826,68674,"IA"
"4134","Nebraska","10/22/16","Google Consumer Surveys","B",218,"lv",25.43,46.87,47385,74422,"NE"
"4135","Nevada","10/24/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",45,41,47533,74332,"NV"
"4136","New Hampshire","10/24/16","Rasmussen Reports/Pulse Opinion Research","C+",525,"lv",45,41,47534,74333,"NH"
"4137","Maryland","10/20/16","Ipsos","A-",394,"lv",53.64,33.56,47730,74713,"MD"
"4138","Connecticut","10/27/16","Ipsos","A-",347,"lv",48.95,41.48,48372,75840,"CT"
"4139","West Virginia","10/24/16","SurveyMonkey","C-",375,"lv",28,61,47704,74680,"WV"
"4140","South Carolina","10/27/16","Ipsos","A-",245,"lv",44.27,49.19,48402,75870,"SC"
"4141","Missouri","10/27/16","Ipsos","A-",409,"lv",40.06,48.67,48389,75857,"MO"
"4142","Alabama","10/27/16","Ipsos","A-",316,"lv",38.37,55.07,48367,75835,"AL"
"4143","Michigan","9/11/16","EPIC-MRA","A-",600,"lv",38,35,45817,71539,"MI"
"4144","Florida","8/23/16","Mason-Dixon Polling & Research, Inc.","B+",625,"lv",44,42,44990,69027,"FL"
"4145","Arizona","10/11/16","Data Orbital","",550,"lv",43,42,46806,73213,"AZ"
"4146","Maine","10/17/16","Google Consumer Surveys","B",137,"lv",36.58,36.27,47124,73757,"ME"
"4147","Virginia","9/28/16","Christopher Newport University","B-",892,"lv",42,35,46324,72445,"VA"
"4148","New Mexico","10/22/16","Google Consumer Surveys","B",222,"lv",47.68,23.64,47388,74425,"NM"
"4149","Kentucky","10/27/16","Ipsos","A-",378,"lv",36.01,59.44,48381,75849,"KY"
"4150","Louisiana","10/22/16","Google Consumer Surveys","B",279,"lv",34.12,44.79,47374,74411,"LA"
"4151","Texas","10/24/16","Ipsos","A-",504,"lv",33.95,48.36,47750,74733,"TX"
"4152","Michigan","10/17/16","Ipsos","A-",441,"lv",45.18,40.82,47204,73881,"MI"
"4153","Arizona","10/20/16","Ipsos","A-",552,"lv",43.32,42.1,47714,74697,"AZ"
"4154","North Carolina","9/23/16","Gravis Marketing","B-",694,"lv",44,43,46155,72153,"NC"
"4155","Ohio","8/5/16","Marist College","A",889,"rv",39,35,44811,68639,"OH"
"4156","California","10/28/16","Google Consumer Surveys","B",1365,"lv",46.27,26.85,47945,75004,"CA"
"4157","Florida","8/13/16","Monmouth University","A+",402,"lv",48,39,44864,68766,"FL"
"4158","Pennsylvania","8/5/16","Marist College","A",834,"rv",45,36,44812,68641,"PA"
"4159","District of Columbia","11/1/16","SurveyMonkey","C-",336,"lv",87,6,48421,75891,"DC"
"4160","Florida","10/10/16","Opinion Savvy/InsiderAdvantage","C-",533,"lv",46.9,44.1,46759,73115,"FL"
"4161","Oregon","10/27/16","Ipsos","A-",454,"lv",46.76,38.13,48400,75868,"OR"
"4162","Maryland","10/27/16","Ipsos","A-",455,"lv",53.26,35.12,48384,75852,"MD"
"4163","Alaska","10/17/16","Google Consumer Surveys","B",111,"lv",28.07,36.9,47103,73736,"AK"
"4164","Colorado","10/27/16","Ipsos","A-",547,"lv",47.59,42.23,48371,75839,"CO"
"4165","Mississippi","10/22/16","Google Consumer Surveys","B",216,"lv",32.48,46.54,47381,74418,"MS"
"4166","Nebraska","10/27/16","Ipsos","A-",213,"lv",31.38,53.13,48391,75859,"NE"
"4167","Oregon","9/3/16","Davis, Hibbitts & Midghall, Inc.","B",517,"rv",38,25,45425,70732,"OR"
"4168","Virginia","8/31/16","Emerson College","B",800,"lv",44,43,45274,69636,"VA"
"4169","Colorado","10/20/16","Ipsos","A-",439,"lv",45.51,43.35,47717,74700,"CO"
"4170","New Hampshire","8/30/16","Public Policy Polling","B+",585,"lv",46,41,45409,70702,"NH"
"4171","Utah","9/15/16","Dan Jones & Associates","C+",820,"lv",25,34,46030,71986,"UT"
"4172","Delaware","11/1/16","SurveyMonkey","C-",398,"lv",51,36,48422,75892,"DE"
"4173","Hawaii","10/17/16","Google Consumer Surveys","B",94,"lv",49.02,27.28,47114,73747,"HI"
"4174","Maine","10/27/16","Ipsos","A-",235,"lv",45.46,37.22,48383,75851,"ME"
"4175","Washington","10/20/16","Ipsos","A-",457,"lv",46.58,37.44,47753,74736,"WA"
"4176","Hawaii","11/1/16","SurveyMonkey","C-",458,"lv",53,28,48425,75895,"HI"
"4177","Arizona","10/10/16","Ipsos","A-",883,"lv",38.92,44.56,46818,73264,"AZ"
"4178","Pennsylvania","9/14/16","Muhlenberg College","A",405,"lv",40,32,45879,71644,"PA"
"4179","New Hampshire","10/27/16","Ipsos","A-",194,"lv",46.37,39.88,48393,75861,"NH"
"4180","Tennessee","10/27/16","Ipsos","A-",519,"lv",35.18,49.82,48404,75872,"TN"
"4181","Michigan","11/1/16","Mitchell Research & Communications","D",887,"lv",47,44,48113,75334,"MI"
"4182","Wisconsin","10/27/16","Ipsos","A-",651,"lv",47.18,39.99,48410,75878,"WI"
"4183","Pennsylvania","8/30/16","Public Policy Polling","B+",814,"lv",47,42,45410,70703,"PA"
"4184","Pennsylvania","8/27/16","Franklin & Marshall College","B+",496,"lv",45,40,45256,69609,"PA"
"4185","Arizona","10/27/16","Ipsos","A-",580,"lv",42.92,44.58,48214,75515,"AZ"
"4186","Idaho","10/24/16","SurveyMonkey","C-",467,"lv",29,48,47668,74644,"ID"
"4187","Tennessee","10/20/16","Ipsos","A-",401,"lv",35.41,42.95,47749,74732,"TN"
"4188","Washington","10/27/16","Ipsos","A-",545,"lv",46.44,39.43,48408,75876,"WA"
"4189","Florida","10/24/16","Ipsos","A-",804,"lv",48.51,44.61,47720,74703,"FL"
"4190","West Virginia","10/27/16","Ipsos","A-",172,"lv",34.53,58.26,48409,75877,"WV"
"4191","Vermont","11/1/16","SurveyMonkey","C-",470,"lv",59,25,48459,75929,"VT"
"4192","New Hampshire","10/22/16","Google Consumer Surveys","B",56,"lv",29.52,38.1,47386,74423,"NH"
"4193","Wyoming","10/22/16","SurveyMonkey","C-",388,"lv",25,59,47606,74496,"WY"
"4194","Delaware","10/22/16","Google Consumer Surveys","B",74,"lv",34.21,33.26,47364,74401,"DE"
"4195","Idaho","10/27/16","Ipsos","A-",190,"lv",29.97,51.68,48376,75844,"ID"
"4196","Wisconsin","10/20/16","Ipsos","A-",522,"lv",46.75,41.62,47755,74738,"WI"
"4197","Rhode Island","11/1/16","SurveyMonkey","C-",411,"lv",49,36,48453,75923,"RI"
"4198","New Hampshire","8/27/16","Public Policy Polling","B+",977,"lv",46,40,45260,69613,"NH"
"4199","Wyoming","11/1/16","SurveyMonkey","C-",207,"lv",22,60,48464,75934,"WY"
"4200","Pennsylvania","10/21/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",48,40,47537,74336,"PA"
"4201","Ohio","10/21/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",41,44,47536,74335,"OH"
"4202","North Carolina","10/21/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",46,43,47535,74334,"NC"
"4203","Illinois","8/2/16","Normington, Petts & Associates","C+",800,"lv",51,32,44794,68591,"IL"
"4204","Minnesota","10/27/16","Ipsos","A-",638,"lv",42.41,36.96,48387,75855,"MN"
"4205","Montana","11/1/16","SurveyMonkey","C-",430,"lv",32,53,48440,75910,"MT"
"4206","Arizona","8/27/16","Gravis Marketing","B-",1244,"lv",40,44,45246,69560,"AZ"
"4207","North Dakota","11/1/16","SurveyMonkey","C-",287,"lv",29,57,48448,75918,"ND"
"4208","Minnesota","10/20/16","Ipsos","A-",509,"lv",40.56,37.43,47733,74716,"MN"
"4209","Mississippi","10/27/16","Ipsos","A-",168,"lv",34.24,53.55,48388,75856,"MS"
"4210","Florida","10/21/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",45,44,47532,74331,"FL"
"4211","New Hampshire","10/17/16","Google Consumer Surveys","B",89,"lv",41.91,29.45,47133,73766,"NH"
"4212","New Mexico","10/27/16","Ipsos","A-",153,"lv",44.68,41.92,48395,75863,"NM"
"4213","Ohio","9/18/16","TargetSmart/William & Mary","",652,"lv",40,37,46101,72095,"OH"
"4214","North Carolina","10/10/16","Ipsos","A-",1056,"lv",46.33,42.42,46847,73293,"NC"
"4215","North Carolina","8/28/16","Emerson College","B",800,"lv",43.4,44.8,45149,69410,"NC"
"4216","Delaware","10/31/16","SurveyMonkey","C-",405,"lv",50,36,48277,75644,"DE"
"4217","Rhode Island","10/17/16","Google Consumer Surveys","B",70,"lv",45.07,32.76,47142,73775,"RI"
"4218","Kansas","10/22/16","Google Consumer Surveys","B",281,"lv",36.26,32.61,47372,74409,"KS"
"4219","South Dakota","11/1/16","SurveyMonkey","C-",433,"lv",30,53,48455,75925,"SD"
"4220","Indiana","8/2/16","Expedition Strategies","",600,"lv",44,44,44857,68752,"IN"
"4221","District of Columbia","10/31/16","SurveyMonkey","C-",324,"lv",85,5,48276,75643,"DC"
"4222","Connecticut","10/22/16","Google Consumer Surveys","B",340,"lv",43.34,31.95,47362,74399,"CT"
"4223","Kansas","10/24/16","SurveyMonkey","C-",1619,"lv",36,47,47672,74648,"KS"
"4224","Alaska","11/1/16","SurveyMonkey","C-",369,"lv",33,46,48415,75885,"AK"
"4225","West Virginia","11/1/16","SurveyMonkey","C-",433,"lv",27,57,48462,75932,"WV"
"4226","Maine CD-2","9/16/16","Maine People's Resource Center","C",396,"lv",33.2,44.3,45900,71690,"ME"
"4227","District of Columbia","10/22/16","SurveyMonkey","C-",555,"lv",87,5,47563,74453,"DC"
"4228","Pennsylvania","10/16/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",44,41,47232,73909,"PA"
"4229","Ohio","10/16/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",42,43,47231,73908,"OH"
"4230","North Carolina","10/16/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",46,41,47230,73907,"NC"
"4231","Delaware","10/17/16","Google Consumer Surveys","B",113,"lv",37.21,28.18,47111,73744,"DE"
"4232","Florida","9/13/16","Saint Leo University","C+",475,"lv",49.4,43.6,45907,71735,"FL"
"4233","Alabama","7/19/16","Strategy Research","",4100,"rv",33,57,44747,68431,"AL"
"4234","Virginia","8/12/16","ABC News/Washington Post","A+",707,"lv",46,39,44860,68760,"VA"
"4235","Arizona","8/26/16","MBQF","C+",728,"lv",40,39,45048,69102,"AZ"
"4236","Arkansas","10/23/16","Ipsos","A-",413,"lv",37.33,52.4,48215,75516,"AR"
"4237","Michigan","10/10/16","Ipsos","A-",1168,"lv",43.78,37.33,46836,73282,"MI"
"4238","Vermont","10/17/16","Google Consumer Surveys","B",91,"lv",48.17,21.49,47149,73782,"VT"
"4239","Florida","10/16/16","Rasmussen Reports/Pulse Opinion Research","C+",875,"lv",47,41,47229,73906,"FL"
"4240","Hawaii","10/31/16","SurveyMonkey","C-",435,"lv",52,29,48280,75647,"HI"
"4241","Delaware","10/27/16","Ipsos","A-",122,"lv",44.71,33.84,48373,75841,"DE"
"4242","Iowa","10/22/16","Google Consumer Surveys","B",378,"lv",40.17,30.78,47368,74405,"IA"
"4243","New Hampshire","8/11/16","YouGov","B",990,"lv",45,36,44846,68732,"NH"
"4244","Wyoming","10/31/16","SurveyMonkey","C-",200,"lv",21,61,48319,75686,"WY"
"4245","Maine CD-1","9/16/16","Maine People's Resource Center","C",440,"lv",40.5,29.8,45899,71688,"ME"
"4246","Washington","8/11/16","Elway Research","A+",350,"lv",45,24,44856,68751,"WA"
"4247","Idaho","8/24/16","Dan Jones & Associates","C+",602,"lv",23,44,45398,70640,"ID"
"4248","New Mexico","11/1/16","Zia Poll","",1102,"lv",46,43,48340,75727,"NM"
"4249","Massachusetts","10/20/16","Ipsos","A-",494,"lv",56.14,26.81,47731,74714,"MA"
"4250","Alaska","8/11/16","Lake Research Partners","B+",500,"lv",30,38,46873,73330,"AK"
"4251","Montana","10/27/16","Ipsos","A-",107,"lv",33.5,51.55,48390,75858,"MT"
"4252","Kentucky","10/22/16","Google Consumer Surveys","B",344,"lv",33.81,36.79,47373,74410,"KY"
"4253","Missouri","9/11/16","Emerson College","B",600,"lv",34,47,45815,71533,"MO"
"4254","Pennsylvania","10/17/16","Ipsos","A-",553,"lv",49.13,38.7,47219,73896,"PA"
"4255","Idaho","11/1/16","SurveyMonkey","C-",556,"lv",30,47,48426,75896,"ID"
"4256","Pennsylvania","8/26/16","Emerson College","B",800,"lv",45.9,42.7,45045,69099,"PA"
"4257","Kansas","10/17/16","Ipsos","A-",312,"lv",38.44,51.94,47726,74709,"KS"
"4258","Vermont","10/31/16","SurveyMonkey","C-",449,"lv",57,24,48314,75681,"VT"
"4259","Rhode Island","10/31/16","SurveyMonkey","C-",392,"lv",49,38,48308,75675,"RI"
"4260","New Mexico","11/1/16","SurveyMonkey","C-",810,"lv",41,36,48445,75915,"NM"
"4261","Mississippi","11/1/16","SurveyMonkey","C-",704,"lv",40,50,48438,75908,"MS"
"4262","Alaska","8/28/16","Moore Information","B",500,"lv",29,39,45319,69700,"AK"
"4263","North Dakota","10/31/16","SurveyMonkey","C-",276,"lv",29,56,48303,75670,"ND"
"4264","Nevada","10/17/16","Ipsos","A-",291,"lv",40.2,40.11,47738,74721,"NV"
"4265","Wyoming","10/30/16","SurveyMonkey","C-",212,"lv",21,61,48179,75448,"WY"
"4266","District of Columbia","10/17/16","Google Consumer Surveys","B",66,"lv",65.81,7.06,47110,73743,"DC"
"4267","Arkansas","10/17/16","Ipsos","A-",288,"lv",34.03,53.17,47715,74698,"AR"
"4268","Delaware","10/30/16","SurveyMonkey","C-",397,"lv",50,36,48137,75406,"DE"
"4269","Iowa","10/17/16","Ipsos","A-",360,"lv",44.39,41.78,47725,74708,"IA"
"4270","South Carolina","10/22/16","Google Consumer Surveys","B",322,"lv",30.14,40.94,47396,74433,"SC"
"4271","Alabama","10/22/16","Google Consumer Surveys","B",390,"lv",22.36,56.83,47357,74394,"AL"
"4272","Oregon","10/22/16","Google Consumer Surveys","B",403,"lv",48.72,25.47,47393,74430,"OR"
"4273","Louisiana","10/17/16","Ipsos","A-",411,"lv",34,52.56,47728,74711,"LA"
"4274","Wyoming","10/28/16","SurveyMonkey","C-",251,"lv",22,62,47933,74989,"WY"
"4275","Montana","10/31/16","SurveyMonkey","C-",403,"lv",34,53,48295,75662,"MT"
"4276","New Hampshire","11/1/16","SurveyMonkey","C-",662,"lv",48,38,48443,75913,"NH"
"4277","Tennessee","10/22/16","Google Consumer Surveys","B",375,"lv",27.65,43.8,47398,74435,"TN"
"4278","Oklahoma","10/17/16","Ipsos","A-",371,"lv",35.68,52.33,47745,74728,"OK"
